IDEnquestat	IDCol·lector	DataInici	DataFinal	AdreçaElectrònica	Nom	Cognoms	DadesPersonalitzades	Respecte a l'accés a l'habitatge, creus que al teu barri?	Quin creus que és el principal problema en relacio a l'accés a l'habitatge? (Tria fins a dues opcions)								Creus que la situació respecte a l'ensenyament públic (incloses totes les etapes) al barri és?	Quin creus que és el principal problema en relació  a l'accés a l’escola pública? (Tria fins a dues opcions)						Creus que la situació de l’atenció sanitària pública al teu barri és?	Quin creus que és el principal problema en relació a l'accés a l’atenció sanitària? (Tria fins a dues opcions)							Creus que les tarifes actuals del transport públic són?	Com valoraries la qualitat de l'aire que es respira al teu barri?	El nivell de soroll (diürn i nocturn) en el teu barri és?	Creus que el nivell de turisme al teu barri és?	Quin creus que és el principal inconvenient en relació al nivell de turisme al teu barri? (Tria fins a dues opcions)								Quins tipus d'espai fan més falta al barri? (Tria fins a dues opcions)							Les possibilitats per què la ciutadania opini i influeixi en les polítiques municipals actualment són?	Creus que les instàncies de vida associativa (cooperatives, entitats culturals, etc) al teu barri són?	Estaries d'acord amb que el regidor del districte sigui escollit directament per la gent?	Quins altres problemes no esmentats en el qüestionari són importants al barri on vius? I per la ciutat?	Tens alguna proposta per al barri / districte que es pogués implementar en el futur?	Quants anys tens?	Identifiques el teu gènere com		Barri		Codi Postal	Quin és el nivell màxim d'educació que has obtingut?	Quina és la teva situació laboral?		Participes en alguna associació / organització?
3718280567	60358171	27/01/2015 08:02:48	27/01/2015 08:21:01					Hi ha alguns problemes								No conec prou el tema, però segurament hi ha bastants pisos buits en mans de bancs	Dolenta						Manca d'escoles bressol públiques	Bona		Manca de places/serveis hospitalaris	Manca de serveis d'urgències	Durada dels temps d'espera			Temps d'espera a les urgències d'hospitals com el Clínic; derivacions a d'hopitals públics a privats com el Sagrat Cor.	Massa elevades	Molt dolenta	Alt	Ni perjudicial ni beneficiós				Saturació dels espais públics	Sorolls				Parcs / zones verdes	Biblioteques		Zones per a esports	Zones de jocs per a nens	Places		Molt insuficients	Molt insuficients	Sí	Oci i soroll nocturn durant els dijous, divendres i dissabte; pixums dels gossos en carrers secundaris. Per a la ciuta, grans problemes són el turisme, la privatització de serveis i espais públics i les nombroses mancances i encariments del transport públic. I la ciutat ha de ser concient del gran valor dels espais naturals de la rodalia: El Parc Agrari com a font d'aliments, aigua i reserva biodiversitat, i Collserola com a gran reserva també de biodiversitat (són dos espais que no s'han d'hiperfreqüentar i que cal protegir al màxim). A BCN tampoc no s'hi haurien de oplantar espècies invasores.	més carrils bici i treballar perquè els pares no vagin a buscar els nens al col·le amb cotxe. Més bicing	37	Home		Sant Gervasi-Galvany		8006	Universitària	Treballador per compte propi		Sí
3718201469	60358171	27/01/2015 06:49:04	27/01/2015 06:52:03					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra	Manca d'oferta pública / cooperativa						Dolenta	Poques places						Adequada								Massa elevades	Molt dolenta	Molt alt	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes			Zones per a esports	Zones de jocs per a nens			Insuficients	Adequades	Sí			33	Home		L'Antiga Esquerra de l'Eixample		8006	Universitària	Treballador per compte aliè		No
3718007643	60358171	27/01/2015 03:58:45	27/01/2015 04:08:46					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra					Desnonaments			Adequada							Adequada								Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes						Culturals (teatres, cinemes...)	Insuficients	Adequades	Sí			37	Home		Porta		8016	Universitària	Treballador per compte aliè		Sí
3717900192	60358171	27/01/2015 02:50:36	27/01/2015 02:56:12					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra								Adequada					Desigualtat entre escoles		Adequada				Durada dels temps d'espera				Massa elevades	Adequada	Molt baix	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)							Biblioteques						Insuficients	Insuficients	Sí			26	Dona		La Font de la Guatlla		8004	Universitària	Treballador per compte propi		Sí
3717809350	60358171	27/01/2015 01:56:59	27/01/2015 02:10:27					Hi ha alguns problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Dolenta						sense IES o FP	Dolenta							manca de serveis d'urgencies nocturnes	Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes						locals per a entitats del barri	Insuficients	Insuficients	Sí	carrils bici entre bon pastor i els barris fronterés (trinitat vella, baro de viver, sant andreu, la verneda, etc)	carrils bici, poligon industrial regenerat i potenciat, transports als centres sanitaris nocturns, arribada H8 al metro bon pastor	56	Home		El Bon Pastor		8030	Secundària	Altres (especifiqueu)	desvinculat amb un ere pactat	Sí
3717743312	60358171	27/01/2015 01:14:40	27/01/2015 01:19:30					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra								Molt dolenta				Mala qualitat de l'ensenyament			Dolenta				Durada dels temps d'espera	Problemes d'atenció / tracte			Massa elevades	Molt dolenta	Alt	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes			Zones per a esports				Molt insuficients	Insuficients	No	Falta de recursos econòmics	Matar tots els rics.	28	Home		Sant Andreu	Estem fartes de ser un barri, volem tornar a ser una vila.	8030	Universitària	Altres (especifiqueu)	Treballador de la economia submergida	No
3717649439	60358171	27/01/2015 00:13:44	27/01/2015 00:24:32					No hi ha problemes importants			Manca d'oferta pública / cooperativa						Adequada	Poques places						Bona				Durada dels temps d'espera				Elevades	Bona	Baix	Ni perjudicial ni beneficiós							Cap							Places		Molt insuficients	Insuficients	No ho sé	zona de montanya, amb un bus que es insuficient,	accesos de escales mecàniques en llocs força costeruts	55	Dona		La Font d'en Fargues	guinardo	8032	Secundària	Aturat		Sí
3717598134	60358171	26/01/2015 23:44:01	26/01/2015 23:49:05					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Adequada					Desigualtat entre escoles		Adequada								Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós											Centres Civics			Places		Insuficients	Molt insuficients	Sí	manca d'espais culturals		44	Dona		El Baix Guinardó		8025	Universitària	Treballador per compte aliè		Sí
3717560158	60358171	26/01/2015 23:22:47	26/01/2015 23:28:58					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places				Desigualtat entre escoles		Adequada	Manca de centres d'atenció primària			Durada dels temps d'espera				Massa elevades	Molt dolenta	Molt alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes					Places		Molt insuficients	Insuficients	Sí	privatitzacio espai public	obrir illes de l'eixample per espais gestionats pels veïns	22	Dona		L'Antiga Esquerra de l'Eixample		8011	Secundària	Estudiant		Sí
3717548547	60358171	26/01/2015 23:09:49	26/01/2015 23:23:51					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Molt dolenta				Mala qualitat de l'ensenyament		Mala qualitat del menjar dels menjadors escolars.	Dolenta			Manca de serveis d'urgències	Durada dels temps d'espera				Elevades	Dolenta	Normal	Perjudicial	Nivell excessiu							"Poca vida ""real"" en algunes zones."		Biblioteques				Places		Molt insuficients	Insuficients	Sí			26	Dona		El Parc i la Llacuna del Poblenou		8018	Universitària	Treballador per compte aliè		Sí
3717496200	60358171	26/01/2015 22:49:05	26/01/2015 22:50:58					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa	Dificultats accés als crèdits		Desnonaments	Excés de pisos buits		Adequada	Poques places			Mala qualitat de l'ensenyament			Adequada	Manca de centres d'atenció primària			Durada dels temps d'espera				Massa elevades	Dolenta	Molt alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes		Centres Civics	Zones per a esports				Molt insuficients	Insuficients	Sí			28	Home		El Barri Gòtic		8002	Universitària	Treballador per compte aliè		Sí
3717440428	60358171	26/01/2015 22:20:39	26/01/2015 22:30:35					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places						Adequada		Manca de places/serveis hospitalaris						Massa elevades	Dolenta	Molt alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls							Zones per a esports	Zones de jocs per a nens			Insuficients	Insuficients	No ho sé			38	Home		El Fort Pienc		8013	Universitària	Aturat		No
3717391937	60358171	26/01/2015 19:43:06	26/01/2015 22:10:24					Hi ha greus problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Adequada			Estat dels edificis i instal·lacions		Desigualtat entre escoles		Dolenta		Manca de places/serveis hospitalaris	Manca de serveis d'urgències					Massa elevades	Adequada	Baix	Ni perjudicial ni beneficiós		Nivell insuficient									Centres Civics	Zones per a esports				Molt insuficients	Insuficients	Sí	manca de metro, de poliesportiu. Per la ciutat accions en micro-zones, en un mateix districte les necessitats poden ser diferents a cada barri	refer totes les entitats subvencionades per l'ajuntament (unió d'entitats) i fer-les particeps de les decisions de districte	50	Dona		La Marina de Port		8038	Secundària	Treballador per compte aliè		Sí
3717388046	60358171	26/01/2015 21:56:57	26/01/2015 22:07:04					Hi ha alguns problemes		Manca d'oferta de lloguer / compra							Dolenta	Poques places				Desigualtat entre escoles		Dolenta		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós					Sorolls					Biblioteques		Zones per a esports				Insuficients	Insuficients	Sí			58	Dona		El Congrés i els Indians		8027	Universitària	Treballador per compte aliè		No
3717369333	60358171	26/01/2015 21:49:33	26/01/2015 22:06:15					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places		Estat dels edificis i instal·lacions				Dolenta					Problemes d'atenció / tracte	Problemes de qualitat		Elevades	Molt dolenta	Normal	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes				Zones de jocs per a nens			Insuficients	Adequades	Sí	L'excessiu número d'espais per fumar marihuana entorn a Sant Pere; reforçar/educar la responsabilitat civil dels ciutadans per entrendre que estimar la ciutat no només vol dir fer-ho de portes endins sino que s'ha de respectar als veïns i cuidar el mobiliari urbà (papereres, faroles, containers, bancs, jardineres, voreres, patis interiors, balcons...) que paguem tots plegats amb esforç.	M'agradaria veure més sostres cívics per a qui no pugui tenir accés a la vivenda en edificis que ara es converteixen en hotels (Rec Comtal) o pisos d'alt standing (c/Casp) i que l'Ajuntament no donés llicencies a terrasses de bars/restaurants o pisos turístics. No volem viure en una postal, volem una ciutat pels ciutadans.	37	Dona		Sant Pere, Santa Caterina i la Ribera		8003	Universitària	Treballador per compte propi		No
3717323865	60358171	26/01/2015 21:30:38	26/01/2015 21:35:32					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges				Molt bona							Bona				Durada dels temps d'espera				Massa elevades		Alt	Beneficiós							Cap									Insuficients	Adequades	No ho sé			42	Home		El Poble Sec		8004	Universitària	Treballador per compte propi		Sí
3717283669	60358171	26/01/2015 21:14:48	26/01/2015 21:33:36					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra			Dificultats accés als crèdits					Dolenta	Poques places		Estat dels edificis i instal·lacions				Adequada				Durada dels temps d'espera		Problemes de qualitat		Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)				Cap				Centres Civics		Zones de jocs per a nens			Insuficients	Adequades	Sí			35	Home		Sant Andreu		8030	Secundària	Treballador per compte aliè		No
3717275049	60358171	26/01/2015 21:11:24	26/01/2015 21:27:33					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places			Mala qualitat de l'ensenyament			Adequada		Manca de places/serveis hospitalaris						Massa elevades	Dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics											Zones per gossos	Insuficients	Insuficients	No ho sé	Manca zones d'esbarjo per gossos	Activitats socials al carrer	40	Home		El Poble Sec		8004	Secundària	Treballador per compte propi		Sí
3717251972	60358171	26/01/2015 21:02:25	26/01/2015 21:05:05					Hi ha greus problemes						Desnonaments	Excés de pisos buits		Dolenta			Estat dels edificis i instal·lacions	Mala qualitat de l'ensenyament			Adequada			Manca de serveis d'urgències	Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós				Saturació dels espais públics	Sorolls				Parcs / zones verdes		Centres Civics					Molt insuficients	Insuficients	Sí			46	Home		Vilapicina i la Torre Llobeta		8016	Universitària	Aturat		Sí
3717234130	60358171	26/01/2015 20:55:15	26/01/2015 21:02:20					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges				Adequada	Poques places						Adequada			Manca de serveis d'urgències	Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics					Parcs / zones verdes							Molt insuficients	Adequades	Sí	Inseguretat, Gentrificació	Millora en la gestió de la recollida de residus en horari nocturn ( contaminació acústica i carrer masificats de contenidos )	32	Dona		La Bordeta		8014	Universitària	Treballador per compte aliè		Sí
3717220447	60358171	26/01/2015 20:49:01	26/01/2015 21:10:33					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra							els propietaris els destinen a pisos turístics	Dolenta			Estat dels edificis i instal·lacions		Desigualtat entre escoles		Adequada		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades		Alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls	Augment de les escombraries, brutícia		fugida dels veïns imanca de comerç de proximitat			Centres Civics	Zones per a esports	Zones de jocs per a nens	Places	espais per veïns, no per turistes o especialitzats i per tant pel gran públic	Molt insuficients	Molt insuficients	Sí	els barri ha deixat de ser barri...ha perdut identitat. A la llarga perdrà famílies que hi vulguin viure. No hi haurà regeneració i esconvertirà en un espai de postal.	Crear polítiques de foment de l'accès a l'habitatge per a famílies. Foment del comerç de proximitat i quotidià. Un pla d'usos raonable , pactat i participat realment pel veïnatge. Enfortir l'associacionisme veinal i cultural, sense afavorir el clientelisme ni els moviments partidistes	48	Dona		Sant Pere, Santa Caterina i la Ribera		8003	Universitària	Treballador per compte aliè		Sí
3717206643	60358171	26/01/2015 20:44:03	26/01/2015 20:49:07					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra							Dolenta	Poques places				Desigualtat entre escoles		Dolenta		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Normal	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics						Biblioteques	Centres Civics					Molt insuficients	Insuficients	Sí			36	Dona		El Camp d'en Grassot i Gràcia Nova		8025	Universitària	Treballador per compte aliè		Sí
3717205608	60358171	26/01/2015 20:26:07	26/01/2015 21:13:16					Hi ha alguns problemes			Manca d'oferta pública / cooperativa				Excés de pisos buits		Dolenta	Poques places						Adequada		Manca de places/serveis hospitalaris						Massa elevades	Molt dolenta	Alt	Ni perjudicial ni beneficiós						Augment de les escombraries, brutícia					Centres Civics			Places		Molt insuficients	Insuficients	Sí	la manca de cultura i espais per artistes emergents on es comuniquin amb la societat, manca d'espais de treball o lloguer d'espais polivalent.	Espais de lloguer per a treballadores en la cultura.	31		queer	La Salut		8024	Universitària	Treballador per compte propi		No
3717199429	60358171	26/01/2015 20:41:17	26/01/2015 20:47:27					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra								Dolenta	Poques places				Desigualtat entre escoles		Adequada				Durada dels temps d'espera				Adequades	Adequada	Normal	Ni perjudicial ni beneficiós							Cap					Zones per a esports				Insuficients	Adequades	Sí	connectivitat transport public	Acabar la linea 9 del metro	41	Home		Les Tres Torres			Universitària	Treballador per compte propi		Sí
